Number,Draw Date,Prize Group
0068,1997-05-24,Starter Prize
0068,1993-12-19,Consolation Prize
0068,1993-09-19,Consolation Prize
0068,1990-02-10,Second Prize
0069,2025-10-18,Consolation Prize
0069,2022-09-11,Consolation Prize
0069,2021-11-21,Starter Prize
0069,2013-12-25,Starter Prize
0069,2013-07-20,Consolation Prize
0069,2009-05-17,Third Prize
0069,2008-07-30,Consolation Prize
0069,2001-11-07,Consolation Prize
0069,1999-01-23,Starter Prize
0069,1998-06-07,Starter Prize
0069,1991-04-13,Consolation Prize
0070,2020-12-02,Consolation Prize
0070,2017-11-08,First Prize
0070,2015-01-17,Consolation Prize
0070,2013-12-01,Starter Prize
0070,2011-08-03,Consolation Prize
0070,2005-08-31,Consolation Prize
0070,2005-06-25,Starter Prize
0070,2002-02-16,Consolation Prize
0070,1999-06-27,Starter Prize
0070,1992-09-26,Consolation Prize
0070,1992-06-21,Consolation Prize
0070,1988-03-27,Consolation Prize
0071,2024-07-06,Starter Prize
0071,2023-10-29,Consolation Prize
0071,2022-06-11,Second Prize
0071,2021-02-03,Consolation Prize
0071,2018-02-28,Consolation Prize
0071,2016-06-12,Starter Prize
0071,2013-07-10,Starter Prize
0071,2012-07-14,Second Prize
0071,2011-12-04,Starter Prize
0071,2008-06-07,First Prize
0071,2006-11-26,Consolation Prize
0071,2003-03-22,Starter Prize
0071,1996-07-07,Consolation Prize
0072,2023-03-05,Starter Prize
0072,2017-01-07,Starter Prize
0072,2015-06-13,Starter Prize
0072,2013-04-27,Starter Prize
0072,2011-10-02,Second Prize
0072,2011-06-11,Starter Prize
0072,2009-02-25,Starter Prize
0072,2005-02-23,Starter Prize
0072,1998-09-06,Consolation Prize
0072,1997-07-27,Starter Prize
0072,1994-11-27,Consolation Prize
0072,1993-05-05,Starter Prize
0072,1989-01-08,Starter Prize
0073,2024-04-14,Consolation Prize
0073,2020-10-28,Starter Prize
0073,2020-09-20,Starter Prize
0073,2020-01-19,Starter Prize
0073,2017-11-25,Starter Prize
0073,2010-09-22,Consolation Prize
0073,2007-11-25,Consolation Prize
0073,2003-07-19,Consolation Prize
0073,1999-08-04,Starter Prize
0073,1988-07-17,Consolation Prize
0073,1987-12-13,Starter Prize
0074,2022-03-16,Consolation Prize
0074,2019-06-19,Consolation Prize
0074,2011-03-20,Starter Prize
0074,2009-09-12,Starter Prize
0074,2009-06-03,Starter Prize
0074,2003-03-02,Starter Prize
0074,1995-05-14,Consolation Prize
0074,1995-01-29,Consolation Prize
0074,1993-06-27,Second Prize
0074,1989-10-29,Starter Prize
0075,2025-09-06,Consolation Prize
0075,2024-02-17,First Prize
0075,2023-08-05,Starter Prize
0075,2019-09-04,Starter Prize
0075,2018-08-04,Consolation Prize
0075,2013-03-27,Second Prize
0075,2009-05-20,Starter Prize
0075,2000-12-03,Starter Prize
0075,1998-12-13,Consolation Prize
0075,1986-08-16,Starter Prize
0076,2022-03-12,Consolation Prize
0076,2019-08-17,Starter Prize
0076,2018-02-17,Starter Prize
0076,2012-03-18,Consolation Prize
0076,2011-10-23,Consolation Prize
0076,2007-06-06,Third Prize
0076,2006-10-07,Starter Prize
0076,2002-05-12,Starter Prize
0076,1998-07-19,Consolation Prize
0076,1987-04-04,Consolation Prize
0077,2021-09-29,Starter Prize
0077,2018-12-30,Consolation Prize
0077,2018-12-09,Consolation Prize
0077,2014-05-18,Consolation Prize
0077,2013-01-30,Consolation Prize
0077,2011-11-26,Starter Prize
0077,2003-06-25,Starter Prize
0077,2003-01-22,Starter Prize
0077,2001-12-30,Starter Prize
0077,1997-03-23,Starter Prize
0077,1989-02-04,Consolation Prize
0078,2025-04-09,Consolation Prize
0078,2023-08-30,Consolation Prize
0078,2022-11-13,Starter Prize
0078,2019-01-26,Consolation Prize
0078,2018-06-24,First Prize
0078,2016-06-29,Starter Prize
0078,2016-03-06,Starter Prize
0078,2011-07-20,Consolation Prize
0078,2009-10-25,Consolation Prize
0078,2007-12-19,First Prize
0078,2002-10-12,First Prize
0078,1994-04-10,Consolation Prize
0078,1993-10-02,Consolation Prize
0078,1990-11-25,Consolation Prize
0079,2023-01-28,Consolation Prize
0079,2022-10-19,Consolation Prize
0079,2022-07-16,Starter Prize
0079,2022-04-02,Starter Prize
0079,2017-04-05,Starter Prize
0079,2013-06-30,Consolation Prize
0079,2009-07-18,Starter Prize
0079,2009-01-24,Consolation Prize
0079,2007-03-21,Starter Prize
0079,2004-10-24,First Prize
0079,2003-08-06,Consolation Prize
0079,2003-08-02,Starter Prize
0079,1992-12-13,Third Prize
0079,1991-12-15,Starter Prize
0079,1991-11-24,Starter Prize
0079,1986-09-13,Consolation Prize
0080,2025-04-23,Consolation Prize
0080,2025-02-19,Second Prize
0080,2024-01-31,Starter Prize
0080,2017-11-15,Consolation Prize
0080,2015-02-14,Consolation Prize
0080,2005-05-01,Consolation Prize
0080,1987-02-22,Consolation Prize
0080,1986-08-02,Starter Prize
0081,2024-11-10,Consolation Prize
0081,2024-08-31,Consolation Prize
0081,2023-09-03,Starter Prize
0081,2022-02-16,Starter Prize
0081,2019-02-27,Consolation Prize
0081,2017-11-05,Starter Prize
0081,2016-11-26,Consolation Prize
0081,2016-04-27,Consolation Prize
0081,2015-06-13,Starter Prize
0081,2014-03-08,Starter Prize
0081,2013-05-11,Starter Prize
0081,2009-07-08,Consolation Prize
0081,2007-05-20,Consolation Prize
0081,2007-01-03,Starter Prize
0081,2006-06-04,Starter Prize
0081,2006-03-22,Starter Prize
0081,1999-02-03,Starter Prize
0081,1998-11-08,Consolation Prize
0081,1995-03-11,Starter Prize
0081,1994-09-24,Consolation Prize
0081,1987-03-01,First Prize
0082,2025-09-24,Consolation Prize
0082,2019-06-30,Consolation Prize
0082,2018-12-29,Starter Prize
0082,2016-01-20,Starter Prize
0082,2015-10-11,Consolation Prize
0082,2012-10-24,Consolation Prize
0082,2006-08-26,Second Prize
0082,2005-04-10,Consolation Prize
0082,2000-01-08,Consolation Prize
0082,1996-04-21,Starter Prize
0082,1995-09-10,Consolation Prize
0082,1991-06-09,Consolation Prize
0083,2025-10-15,Consolation Prize
0083,2025-01-29,Consolation Prize
0083,2024-10-26,Consolation Prize
0083,2023-12-17,Starter Prize
0083,2023-10-14,Starter Prize
0083,2022-06-08,Second Prize
0083,2021-08-04,Consolation Prize
0083,2016-05-22,Consolation Prize
0083,2015-03-15,Starter Prize
0083,2011-05-08,Starter Prize
0083,2009-09-30,Starter Prize
0083,2005-01-16,Starter Prize
0083,2004-06-09,Consolation Prize
0083,2002-05-01,Starter Prize
0083,2000-03-05,Starter Prize
0083,1991-02-03,Second Prize
0084,2024-08-04,Consolation Prize
0084,2024-06-05,Consolation Prize
0084,2023-10-07,Starter Prize
0084,2020-02-19,Consolation Prize
0084,2018-12-26,Starter Prize
0084,2016-10-09,Consolation Prize
0084,2014-10-25,Starter Prize
0084,2012-09-26,Consolation Prize
0084,2007-07-04,First Prize
0084,2005-11-06,Starter Prize
0084,1995-10-28,Starter Prize
0084,1992-03-29,First Prize
0084,1989-08-20,Starter Prize
0084,1988-09-24,Starter Prize
0085,2022-01-02,Consolation Prize
0085,2021-09-25,Starter Prize
0085,2007-10-31,Starter Prize
0085,2006-04-05,Starter Prize
0085,2004-09-19,Starter Prize
0085,2004-02-01,Consolation Prize
0085,2003-10-05,Consolation Prize
0085,2002-11-09,Consolation Prize
0085,2002-04-10,Starter Prize
0085,1999-08-14,Starter Prize
0085,1997-10-01,Starter Prize
0085,1994-03-02,Starter Prize
0085,1987-11-22,Consolation Prize
0085,1987-11-07,Starter Prize
0086,2025-11-08,Starter Prize
0086,2024-03-27,Starter Prize
0086,2023-06-10,First Prize
0086,2021-07-11,Consolation Prize
0086,2017-08-23,Consolation Prize
0086,2016-07-30,Third Prize
0086,2016-01-23,Starter Prize
0086,2015-06-06,Consolation Prize
0086,2014-12-03,Consolation Prize
0086,2012-09-15,Consolation Prize
0086,2001-10-06,Starter Prize
0086,1998-09-02,Starter Prize
0086,1997-01-19,Third Prize
0086,1996-11-16,Starter Prize
0086,1995-06-18,Starter Prize
0086,1987-02-01,Consolation Prize
0087,2022-02-09,Starter Prize
0087,2021-08-07,Consolation Prize
0087,2020-03-11,Starter Prize
0087,2018-12-26,Second Prize
0087,2017-06-17,Starter Prize
0087,2016-11-23,Second Prize
0087,2015-08-12,Consolation Prize
0087,2015-01-07,Starter Prize
0087,2008-12-07,Consolation Prize
0087,2008-08-20,Consolation Prize
0087,2007-12-16,Starter Prize
0087,2003-11-05,Consolation Prize
0087,2001-04-01,Consolation Prize
0087,1999-05-15,Third Prize
0087,1990-09-08,Starter Prize
0088,2023-06-17,Starter Prize
0088,2021-06-19,Second Prize
0088,2015-09-19,Consolation Prize
0088,2015-09-12,Third Prize
0088,2013-11-27,Consolation Prize
0088,2011-12-31,Consolation Prize
0088,2005-04-03,Third Prize
0088,2005-02-26,Consolation Prize
0088,2003-06-28,First Prize
0088,2003-06-15,Consolation Prize
0088,1997-12-28,Starter Prize
0088,1997-05-17,Starter Prize
0088,1993-11-14,Consolation Prize
0088,1989-10-28,Starter Prize
0089,2023-05-07,Consolation Prize
0089,2019-05-25,Consolation Prize
0089,2015-09-09,Starter Prize
0089,2008-02-03,Starter Prize
0089,2006-10-22,Starter Prize
0089,2006-04-30,Starter Prize
0089,2005-08-06,Starter Prize
0089,2004-08-01,First Prize
0089,2004-05-16,Starter Prize
0089,2001-06-23,Starter Prize
0089,2000-01-01,Consolation Prize
0089,2000-01-01,Consolation Prize
0089,1994-05-07,Second Prize
0090,2020-09-27,Second Prize
0090,2020-09-26,Starter Prize
0090,2020-01-18,Second Prize
0090,2018-08-29,Consolation Prize
0090,2016-08-10,Consolation Prize
0090,2012-09-22,Starter Prize
0090,2009-07-04,Starter Prize
0090,2009-05-16,Starter Prize
0090,2006-10-08,Consolation Prize
0090,2004-02-18,Consolation Prize
0090,1999-09-05,Starter Prize
0090,1999-05-15,Consolation Prize
0091,2026-01-14,Consolation Prize
0091,2018-07-22,First Prize
0091,2018-05-13,Starter Prize
0091,2015-06-24,Consolation Prize
0091,2014-02-09,Consolation Prize
0091,2013-08-24,Starter Prize
0091,2005-09-18,Starter Prize
0091,2004-11-03,Starter Prize
0091,2004-04-24,Consolation Prize
0091,1992-05-10,First Prize
0092,2016-01-13,Starter Prize
0092,2014-12-17,Starter Prize
0092,2012-07-29,Starter Prize
0092,2009-04-25,Consolation Prize
0092,2009-04-01,Consolation Prize
0092,2008-06-08,Starter Prize
0092,1995-01-08,Consolation Prize
0092,1993-05-23,Consolation Prize
0092,1992-05-31,Consolation Prize
0093,2025-12-20,Starter Prize
0093,2019-12-07,Starter Prize
0093,2016-04-03,Consolation Prize
0093,2010-07-14,First Prize
0093,2010-06-05,Consolation Prize
0093,2009-03-04,First Prize
0093,2007-04-08,Consolation Prize
0093,2006-08-27,Consolation Prize
0093,2005-12-03,Starter Prize
0093,2004-05-09,Consolation Prize
0093,2004-04-24,Starter Prize
0093,2004-03-13,Starter Prize
0093,1998-08-02,Starter Prize
0093,1998-05-23,Starter Prize
0093,1997-07-19,Third Prize
0094,2025-11-26,Starter Prize
0094,2024-04-07,Starter Prize
0094,2021-10-13,Starter Prize
0094,2018-09-09,Starter Prize
0094,2014-05-04,Consolation Prize
0094,2013-08-17,Second Prize
0094,2012-08-22,Second Prize
0094,2012-07-01,Consolation Prize
0094,2010-06-19,First Prize
0094,2010-01-23,Second Prize
0094,2007-02-14,Starter Prize
0094,2006-01-25,Starter Prize
0094,2004-09-04,Starter Prize
0094,2004-04-21,Consolation Prize
0094,2002-07-20,Starter Prize
0094,2001-09-16,Consolation Prize
0094,2001-07-21,Starter Prize
0094,2001-06-09,First Prize
0094,1998-11-22,Starter Prize
0094,1987-05-23,First Prize
0095,2025-10-08,Starter Prize
0095,2025-04-09,Starter Prize
0095,2018-11-10,Consolation Prize
0095,2018-01-10,Starter Prize
0095,2015-07-08,Consolation Prize
0095,2014-02-26,Starter Prize
0095,2013-06-30,Starter Prize
0095,2012-12-30,Starter Prize
0095,2011-04-09,Starter Prize
0095,2009-05-30,Starter Prize
0095,2007-05-27,Consolation Prize
0095,2006-01-01,Starter Prize
0095,2004-07-24,Second Prize
0095,2003-01-15,Consolation Prize
0095,1998-04-11,Consolation Prize
0095,1995-09-02,Starter Prize
0095,1991-10-20,Starter Prize
0095,1990-04-22,Starter Prize
0095,1988-08-20,Consolation Prize
0096,2024-06-23,First Prize
0096,2024-06-09,Consolation Prize
0096,2019-08-21,Consolation Prize
0096,2017-12-16,Starter Prize
0096,2016-08-03,Consolation Prize
0096,2014-10-05,Consolation Prize
0096,2008-12-17,Starter Prize
0096,2008-09-21,Consolation Prize
0096,2008-07-06,Consolation Prize
0096,2004-10-20,Consolation Prize
0096,2003-03-29,Starter Prize
0096,1995-07-22,Consolation Prize
0097,2022-08-14,Starter Prize
0097,2022-08-13,Consolation Prize
0097,2017-12-02,Consolation Prize
0097,2012-01-15,Consolation Prize
0097,2010-12-01,Starter Prize
0097,2010-06-23,Second Prize
0097,2008-04-09,Second Prize
0097,2006-05-14,Consolation Prize
0097,2005-09-21,Starter Prize
0097,2005-07-30,Starter Prize
0097,2001-12-26,Starter Prize
0097,2000-02-20,Starter Prize
0097,1999-02-13,Consolation Prize
0097,1988-04-24,First Prize
0097,1988-03-26,Consolation Prize
0098,2022-11-20,Consolation Prize
0098,2021-04-07,Third Prize
0098,2021-01-13,Starter Prize
0098,2019-10-23,Starter Prize
0098,2017-05-06,Starter Prize
0098,2017-04-01,Starter Prize
0098,2013-10-16,Consolation Prize
0098,2010-06-19,Consolation Prize
0098,2009-12-13,Consolation Prize
0098,2007-02-28,Starter Prize
0098,2006-06-25,Consolation Prize
0098,1997-05-11,Starter Prize
0098,1996-10-19,Second Prize
0098,1994-12-11,Consolation Prize
0099,2024-03-27,Consolation Prize
0099,2021-12-05,Starter Prize
0099,2019-05-29,Starter Prize
0099,2014-09-10,Third Prize
0099,2014-06-11,Consolation Prize
0099,2010-06-05,First Prize
0099,2009-06-03,Consolation Prize
0099,2005-03-26,Starter Prize
0099,2000-12-23,Starter Prize
0099,2000-09-24,Consolation Prize
0099,1987-04-11,Starter Prize
0100,2011-05-07,Consolation Prize
0100,2008-10-22,Starter Prize
0100,2006-05-07,Third Prize
0100,2003-02-12,Consolation Prize
0100,2001-11-10,First Prize
0100,2001-05-13,Consolation Prize
0100,1999-02-07,Starter Prize
0100,1998-08-01,Consolation Prize
0100,1995-12-23,Starter Prize
0100,1993-11-28,Starter Prize
0100,1988-10-23,Consolation Prize
0100,1988-04-24,Starter Prize
0101,2020-09-27,Starter Prize
0101,2010-03-27,Consolation Prize
0101,2007-07-07,Consolation Prize
0101,2004-12-29,Consolation Prize
0101,2004-02-11,Starter Prize
0101,1994-07-10,First Prize
0101,1992-06-14,Consolation Prize
0102,2021-07-24,Third Prize
0102,2019-06-22,Starter Prize
0102,2018-10-17,Starter Prize
0102,2016-12-11,Consolation Prize
0102,2011-05-25,Second Prize
0102,2009-09-23,Starter Prize
0102,2009-06-03,Starter Prize
0102,2006-02-08,Consolation Prize
0102,2000-09-13,Starter Prize
0102,2000-05-20,Starter Prize
0102,1999-03-21,Consolation Prize
0102,1994-12-03,Starter Prize
0102,1994-03-05,Consolation Prize
0102,1993-05-05,Starter Prize
0102,1993-03-28,Consolation Prize
0103,2025-11-05,Consolation Prize
0103,2024-07-20,Consolation Prize
0103,2024-01-28,Starter Prize
0103,2021-06-05,Starter Prize
0103,2019-04-14,Starter Prize
0103,2015-07-04,Consolation Prize
0103,2012-02-08,Starter Prize
0103,2011-07-31,Consolation Prize
0103,2004-07-25,Consolation Prize
0103,2004-07-07,Consolation Prize
0103,2004-01-14,Starter Prize
0103,2002-08-21,Consolation Prize
0103,2002-01-02,Starter Prize
0103,2001-07-08,Starter Prize
0103,2001-02-04,Third Prize
0103,2001-01-25,Consolation Prize
0103,1993-06-27,Starter Prize
0103,1992-02-23,Starter Prize
0103,1987-04-05,Starter Prize
0104,2025-09-27,Starter Prize
0104,2025-05-31,Starter Prize
0104,2021-03-03,Starter Prize
0104,2016-11-30,Starter Prize
0104,2016-03-19,Consolation Prize
0104,2009-09-06,Starter Prize
0104,2008-08-30,Consolation Prize
0104,2004-07-14,Starter Prize
0104,2003-12-14,Consolation Prize
0104,2003-09-17,Starter Prize
0104,1999-12-19,Consolation Prize
0104,1999-12-01,Consolation Prize
0104,1996-12-04,Starter Prize
0104,1996-08-10,Consolation Prize
0104,1996-03-23,Consolation Prize
0104,1994-11-13,Consolation Prize
0104,1994-07-06,Starter Prize
0104,1991-02-17,Consolation Prize
0104,1990-06-23,Consolation Prize
0104,1990-06-23,Starter Prize
0105,2021-09-12,Consolation Prize
0105,2013-04-28,Consolation Prize
0105,1995-10-21,Starter Prize
0105,1995-01-08,Consolation Prize
0106,2025-07-16,Consolation Prize
0106,2024-02-04,Starter Prize
0106,2022-10-26,Third Prize
0106,2020-03-11,Starter Prize
0106,2017-07-09,Third Prize
0106,2015-05-23,Consolation Prize
0106,2008-03-22,Consolation Prize
0106,1998-11-04,Starter Prize
0106,1997-02-16,Consolation Prize
0106,1996-07-28,Starter Prize
0106,1991-08-18,Consolation Prize
0106,1986-08-03,Starter Prize
0107,2025-04-20,Third Prize
0107,2023-05-07,Starter Prize
0107,2018-10-21,Consolation Prize
0107,2015-11-08,Starter Prize
0107,2014-06-01,Consolation Prize
0107,2007-07-01,Starter Prize
0107,2004-02-07,Starter Prize
0107,2002-06-08,Starter Prize
0107,1997-03-30,Consolation Prize
0107,1994-07-09,Consolation Prize
0107,1992-08-29,Second Prize
0107,1987-08-09,Starter Prize
0107,1987-03-21,Third Prize
0108,2020-12-23,Consolation Prize
0108,2017-02-15,Starter Prize
0108,2016-04-02,First Prize
0108,2014-09-07,Starter Prize
0108,2007-10-31,Starter Prize
0108,2006-08-23,Starter Prize
0108,2006-06-18,Consolation Prize
0108,2006-01-11,Starter Prize
0108,1997-12-03,Third Prize
0108,1990-02-04,Consolation Prize
0108,1988-11-05,Consolation Prize
0109,2023-01-15,Starter Prize
0109,2018-07-07,Starter Prize
0109,2018-01-14,Starter Prize
0109,2014-07-06,Second Prize
0109,2012-12-12,Starter Prize
0109,2006-10-07,Consolation Prize
0109,2005-10-19,Consolation Prize
0109,2003-02-02,Second Prize
0109,2001-09-15,Consolation Prize
0110,2024-07-10,Starter Prize
0110,2022-11-13,Consolation Prize
0110,2017-12-27,Starter Prize
0110,2014-08-10,Consolation Prize
0110,2014-02-12,Starter Prize
0110,2010-09-26,Consolation Prize
0110,2006-02-04,Consolation Prize
0110,2004-07-18,Starter Prize
0110,2002-03-16,Consolation Prize
0110,2002-01-16,Starter Prize
0110,1996-08-25,Starter Prize
0110,1995-08-26,Consolation Prize
0110,1991-10-12,Consolation Prize
0110,1986-07-13,Starter Prize
0111,2024-11-30,Starter Prize
0111,2022-07-16,Starter Prize
0111,2022-02-23,Consolation Prize
0111,2019-12-21,Starter Prize
0111,2019-03-24,Consolation Prize
0111,2018-10-03,Starter Prize
0111,2018-02-18,Consolation Prize
0111,2017-12-20,Starter Prize
0111,2015-10-24,Consolation Prize
0111,2015-09-13,Starter Prize
0111,2014-07-26,Third Prize
0111,2011-11-23,Starter Prize
0111,2010-07-04,Consolation Prize
0111,2008-11-22,Consolation Prize
0111,2005-10-12,Starter Prize
0111,2004-12-22,Starter Prize
0111,1999-06-27,Starter Prize
0111,1991-05-12,Consolation Prize
0111,1991-04-27,Starter Prize
0111,1990-04-01,Consolation Prize
0111,1989-10-15,Consolation Prize
0112,2024-02-10,Consolation Prize
0112,2022-04-03,Starter Prize
0112,2009-05-23,Starter Prize
0112,2009-03-08,Starter Prize
0112,1999-04-03,Consolation Prize
0112,1995-11-18,Starter Prize
0112,1993-09-12,Second Prize
0112,1991-12-01,Starter Prize
0112,1988-11-19,Starter Prize
0112,1988-07-09,Starter Prize
0113,2021-12-15,Consolation Prize
0113,2009-05-02,First Prize
0113,2002-11-03,Starter Prize
0113,1989-04-02,Starter Prize
0113,1987-12-19,Consolation Prize
0113,1987-10-10,Starter Prize
0114,2022-08-07,Starter Prize
0114,2020-08-19,Starter Prize
0114,2018-12-09,Starter Prize
0114,2018-11-24,Consolation Prize
0114,2016-07-27,Starter Prize
0114,2016-03-13,Starter Prize
0114,2015-08-23,Consolation Prize
0114,2013-01-27,Starter Prize
0114,2012-12-16,Starter Prize
0114,2009-09-30,Starter Prize
0114,2009-08-26,First Prize
0114,2008-11-15,Consolation Prize
0114,2006-07-09,Consolation Prize
0114,1999-07-11,Starter Prize
0114,1996-12-04,Starter Prize
0114,1993-07-11,Consolation Prize
0114,1990-03-25,Starter Prize
0114,1988-08-20,First Prize
0115,2023-06-28,Starter Prize
0115,2023-01-25,Starter Prize
0115,2021-09-15,Third Prize
0115,2020-08-30,Starter Prize
0115,2018-10-20,Starter Prize
0115,2018-04-07,Consolation Prize
0115,2015-10-10,Consolation Prize
0115,2008-05-04,Consolation Prize
0115,2007-04-28,Starter Prize
0115,2006-07-29,Consolation Prize
0115,2005-08-06,Consolation Prize
0115,2002-02-10,Starter Prize
0115,1995-06-04,Starter Prize
0115,1995-05-14,Starter Prize
0116,2025-08-30,Consolation Prize
